País,PIB_per_capita,Acceso_Salud,Nivel_Educativo,Tasa_Empleo_Femenino,Edad_Maternidad,Urbanizacion,Tasa_Natalidad
País_64,24621.432968147412,76.78873420373793,12.77494478545605,57.280839465796745,28.750531476457397,30.872679940072917,29.42904378705793
País_65,20451.39803280594,54.51448850272041,18.160596078919333,77.07324043882626,34.43258822711813,51.03525352839582,35.222867406782406
País_66,34848.28457370367,91.7651247794619,16.111529266313067,49.30513189003871,25.62305869285556,65.39506121127798,34.44316926482951
País_67,12750.832373611946,66.0390032485868,15.45523611492902,78.05952819119571,24.28568129422791,53.53464270598394,40.0
País_68,49120.833941472185,59.32592551999271,15.53726125980664,75.26753209780318,33.0289869228419,56.248495321423746,24.127083848725903
País_69,9100.285402387395,52.0387570777382,10.392367268296328,39.78955673946482,23.35393757779179,84.2495216696249,40.0
País_70,59278.78151302845,79.5446471594121,9.4038776639674,33.46806504375827,34.44833809160917,50.89532802139802,14.982346344332719
País_71,47473.46231131616,83.87821809211411,17.140417332177705,35.038900068871335,20.182317120347246,60.83936934958865,25.175230648234816
País_72,15929.362484379482,50.829391446392805,17.15170092018771,30.911091282577488,34.548182400614586,77.01918076446859,34.50089836126909
País_73,5303.716441798132,75.60465291496405,18.006084778701556,34.72214803779642,20.647398679258643,53.79256693927621,40.0
País_74,49850.378565015875,61.3247887598969,18.698608288347067,64.15033867081785,33.367146705471065,67.32520201367241,22.757899041391443
País_75,43877.15391161894,82.25863952047249,12.670135982914067,33.55943242301145,27.915516636294498,81.74182252480472,30.526376681874115
País_76,45095.394242254304,58.718321450249576,12.522744420307994,45.948781514688065,34.894471941789504,86.97123741945853,26.42873596703739
País_77,47419.86906772701,84.5468869051233,16.974427684501627,72.24376554847274,21.106948471030982,38.82440885574228,26.910706168820994
País_78,9072.45584537497,69.33676731502686,14.749458961666477,31.16359678679129,28.30781426601981,85.59525750968967,40.0
País_79,24715.615069934993,96.83649943683673,15.52950315886555,70.72342412944678,34.53953803428649,59.52697758477229,34.5591508328341
País_80,11372.798273882134,56.87604720729966,16.936890041541517,44.09273873866999,27.846467662552232,45.4946632979375,36.39547415324994
País_81,52470.68842315764,67.05331755251292,18.350080127263496,35.90824138108281,29.440979572028937,57.54814537429568,17.335922961590764
País_82,39281.39697551569,55.67367606202946,10.069927352773037,64.83685826820754,30.436230334769256,88.80195451712862,36.45908221190493
País_83,23199.391366895707,96.23468091392814,10.63374428959916,61.4471423389942,26.818115971516598,59.55708563957218,38.13642767516005
País_84,8495.7092657313,93.86696766904905,6.4097290976130346,73.87360067635265,29.41337120126095,49.72509661725049,40.0
País_85,22104.027694361423,62.89708138575778,13.67420211494261,66.75355219019428,28.764714678846502,68.00405125900355,40.0
País_86,22885.08271147109,82.99920230170895,5.539134106951131,70.17404651924244,33.51737015736484,44.408737126691584,34.88240167171297
País_87,45128.339808593526,90.8611100100608,11.983970271986902,44.101728628565326,20.681695705121868,34.551799686519836,26.491708185837016
País_88,40065.66092453672,77.76004057997312,13.13966952061365,38.87197718898614,24.214447843883455,37.73278331463895,23.092385432116988
País_89,53796.70084169796,76.48252891780032,9.298118781924266,67.53073758204292,34.25617226114838,37.682750337466345,18.533359995527675
País_90,30971.82088390721,62.092614545022585,13.862498908535162,70.3417369633632,33.35395675836374,39.11416161073766,31.418504766103627
País_91,11577.683526606594,54.65513839029496,5.457503749085742,79.52525710003366,26.834851291785693,38.32963035896461,39.83164424761984
País_92,44228.46329726472,94.86078789766634,5.5602228312382165,50.630883845571326,29.30198896702305,68.45248468819287,28.726501829739405
País_93,46843.17767392936,95.02090285816652,17.339008409894873,48.60090428963916,24.16071774471699,40.91280506394869,23.493145463823105
País_94,35870.24586632229,81.65507286366339,10.402859621168943,68.82064803709984,22.82181739585642,50.740036999431794,34.15709191407032
País_95,47403.194897500856,66.95148955243504,6.905907689778272,47.040177012650894,26.95547607409973,83.80730459436072,32.95666257414607
País_96,32158.75780004149,67.46047873063304,12.833648900822066,76.53786628017824,25.30028342039079,58.437698415772346,35.55374065727789
País_97,33750.305616009675,86.29778394351197,16.54990329647916,72.9206375921506,28.754841677763082,70.05346431126162,35.25839156058306
País_98,28514.75600972023,94.85551299762886,8.237315412452649,51.44970136875092,21.166019554474772,40.33919227209779,35.589871714677194
País_99,6398.051970925235,94.35432121325587,14.343357137285004,67.54355338957487,34.6159221149925,41.53734112852025,40.0
País_100,10934.028484631745,88.99377729288119,6.2802119749065195,67.72714370423412,34.79316116719404,32.45211697598873,39.02432103383874
